OTUNumber,Kingdom,Supergroup,Division,Class,Order,Family,Genus,Species,Size,OSD1,OSD10,OSD100_1m_depth,OSD100_20m_depth,OSD101,OSD50,OSD99
Otu15613,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,Dolichomastigaceae-A,Dolichomastigaceae-A_sp.,2,0,0,0,0,0,0,0
Otu15667,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Ostreococcus,Ostreococcus_cladeB,2,0,0,0,0,0,0,0
Otu15882,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellophyceae_unclassified,Mamiellophyceae_unclassified,Mamiellophyceae_unclassified,,2,0,0,0,0,0,0,0
Otu16050,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,RCC2288,RCC2288_sp.,2,0,0,0,0,0,0,0
Otu16055,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,Dolichomastigaceae-B,Dolichomastigaceae-B_sp.,2,0,0,0,0,0,0,0
Otu16063,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,Dolichomastigaceae_unclassified,,2,0,0,0,0,0,0,0
Otu16097,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Ostreococcus,Ostreococcus_cladeB,2,0,0,0,0,0,0,0
Otu16319,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,Dolichomastigaceae-B,Dolichomastigaceae-B_sp.,2,0,0,0,0,0,0,0
Otu16551,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,Dolichomastix,Dolichomastix_tenuilepis,2,0,0,0,0,0,0,0
Otu16563,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus_prasinos,2,0,0,0,0,0,0,0
Otu16581,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas_Clade-B..4,2,0,0,0,0,1,0,0
Otu16624,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Mamiella,Mamiella_gilva,2,0,0,0,0,0,0,0
Otu16725,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas_Bnew,2,0,0,0,0,0,0,0
Otu16755,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,Dolichomastigaceae-B,Dolichomastigaceae-B_sp.,2,0,0,0,0,0,0,0
Otu16815,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,Dolichomastigaceae_unclassified,,2,0,0,0,0,0,0,0
Otu16883,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas_Clade-B.E.3,2,0,0,0,0,0,0,0
Otu16979,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Mamiella,Mamiella_gilva,2,0,0,0,0,0,0,0
Otu17019,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Mantoniella,,2,0,0,0,0,0,0,0
Otu17061,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,Dolichomastigaceae_unclassified,,2,0,0,0,0,0,0,1
Otu17077,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,Dolichomastigaceae-B,Dolichomastigaceae-B_sp.,2,0,0,0,0,0,0,0
Otu17377,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastigaceae_unclassified,,2,0,0,0,0,0,0,0
Otu17495,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,Dolichomastigaceae-B,Dolichomastigaceae-B_sp.,2,0,0,0,0,0,0,0
Otu17542,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,Dolichomastigaceae_unclassified,,2,0,0,0,0,0,0,0
Otu18176,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Ostreococcus,Ostreococcus_tauri,2,0,0,0,0,0,0,0
Otu18194,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus_prasinos,2,0,0,0,0,0,0,0
Otu18349,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus_prasinos,2,0,0,0,0,0,0,0
Otu18412,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellophyceae_unclassified,Mamiellophyceae_unclassified,Mamiellophyceae_unclassified,,2,0,0,0,0,0,0,0
Otu18436,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Ostreococcus,Ostreococcus_cladeB,2,0,0,0,0,0,0,0
Otu18468,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,Dolichomastix,Dolichomastix_tenuilepis,2,0,0,0,0,0,0,0
Otu18699,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellophyceae_unclassified,Mamiellophyceae_unclassified,Mamiellophyceae_unclassified,,2,0,0,0,0,0,0,0
Otu18836,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Ostreococcus,Ostreococcus_cladeB,2,0,0,0,0,0,0,0
Otu18954,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastigaceae_unclassified,,2,0,0,0,0,0,0,0
Otu18990,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus_prasinos,2,0,0,0,0,0,0,0
Otu18992,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastigaceae_unclassified,,2,0,0,0,0,0,0,0
Otu19088,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,Dolichomastigaceae-B,Dolichomastigaceae-B_sp.,2,0,0,0,0,0,0,0
Otu19211,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas_Bnew,2,0,0,0,0,0,0,0
Otu19246,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,Dolichomastigaceae_unclassified,,2,0,0,0,0,0,0,0
Otu19266,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus_prasinos,2,0,0,0,0,0,0,0
Otu19356,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,Dolichomastigaceae-B,Dolichomastigaceae-B_sp.,2,0,0,0,0,0,0,0
Otu00685,Eukaryota,Archaeplastida,Chlorophyta,Nephroselmidophyceae,Nephroselmidales,Nephroselmidales_X,Nephroselmis,Nephroselmis_pyriformis,422,0,0,0,0,0,1,0
Otu01932,Eukaryota,Archaeplastida,Chlorophyta,Nephroselmidophyceae,Nephroselmidales,Nephroselmidales_X,Nephroselmis,Nephroselmis_viridis,88,0,0,0,0,0,0,0
Otu11520,Eukaryota,Archaeplastida,Chlorophyta,Nephroselmidophyceae,Nephroselmidales,Nephroselmidales_X,Nephroselmis,Nephroselmis_pyriformis,3,0,0,0,0,0,0,0
Otu18085,Eukaryota,Archaeplastida,Chlorophyta,Nephroselmidophyceae,Nephroselmidales,Nephroselmidales_X,Nephroselmis,Nephroselmis_anterostigmatica,2,0,0,0,0,0,0,0
Otu00697,Eukaryota,Archaeplastida,Chlorophyta,Palmophyllophyceae,Prasinococcales,Prasinococcales-Clade-B,Prasinoderma,Prasinoderma_singularis,411,0,0,2,1,3,2,0
Otu00802,Eukaryota,Archaeplastida,Chlorophyta,Palmophyllophyceae,Prasinococcales,Prasinococcales-Clade-A,Prasinococcus,Prasinococcus_capsulatus,338,0,0,12,1,0,0,0
Otu00922,Eukaryota,Archaeplastida,Chlorophyta,Palmophyllophyceae,Prasinococcales,Prasinococcales-Clade-B,Prasinoderma,Prasinoderma_coloniale,275,0,0,0,0,1,0,1
Otu01428,Eukaryota,Archaeplastida,Chlorophyta,Palmophyllophyceae,Prasinococcales,Prasinococcales-Clade-B,Prasinococcales-Clade-B_X,,145,0,0,0,0,0,0,0
Otu02197,Eukaryota,Archaeplastida,Chlorophyta,Palmophyllophyceae,Prasinococcales,Prasinococcales-Clade-B,Prasinoderma,Prasinoderma_sp.,71,0,0,0,0,0,0,0
Otu02546,Eukaryota,Archaeplastida,Chlorophyta,Palmophyllophyceae,Prasinococcales,Prasinococcales-Clade-B,Prasinococcales-Clade-B_X,Prasinococcales-Clade-B_X_sp.,55,0,0,0,0,0,0,0
Otu03219,Eukaryota,Archaeplastida,Chlorophyta,Palmophyllophyceae,Prasinococcales,Prasinococcales-Clade-A,Prasinococcus,Prasinococcus_capsulatus,36,0,0,0,0,0,0,0
Otu03475,Eukaryota,Archaeplastida,Chlorophyta,Palmophyllophyceae,Prasinococcales,Prasinococcales-Clade-B,Prasinoderma,Prasinoderma_sp.,31,0,0,0,0,0,0,0
Otu03687,Eukaryota,Archaeplastida,Chlorophyta,Palmophyllophyceae,Prasinococcales,Prasinococcales-Clade-B,Prasinoderma,Prasinoderma_sp.,27,0,0,0,0,0,0,0
Otu04130,Eukaryota,Archaeplastida,Chlorophyta,Palmophyllophyceae,Prasinococcales,Prasinococcales-Clade-B,Prasinoderma,,22,0,0,0,0,0,0,0
Otu04144,Eukaryota,Archaeplastida,Chlorophyta,Palmophyllophyceae,Prasinococcales,Prasinococcales-Clade-B,Prasinococcales-Clade-B_X,Prasinococcales-Clade-B1_X_sp.,22,0,0,3,0,0,0,0
Otu04373,Eukaryota,Archaeplastida,Chlorophyta,Palmophyllophyceae,Prasinococcales,Prasinococcales-Clade-B,Prasinococcales-Clade-B_X,Prasinococcales-Clade-B1_X_sp.,20,0,0,0,0,0,0,0
Otu05520,Eukaryota,Archaeplastida,Chlorophyta,Palmophyllophyceae,Prasinococcales,Prasinococcales-Clade-B,Prasinoderma,Prasinoderma_coloniale,13,0,0,0,0,0,0,0
Otu07154,Eukaryota,Archaeplastida,Chlorophyta,Palmophyllophyceae,Prasinococcales,Prasinococcales-Clade-B,Prasinococcales-Clade-B_X,,8,0,0,0,0,0,0,0
Otu07384,Eukaryota,Archaeplastida,Chlorophyta,Palmophyllophyceae,Prasinococcales,Prasinococcales-Clade-B,Prasinococcales-Clade-B_unclassified,,7,0,0,0,0,0,0,0
Otu08183,Eukaryota,Archaeplastida,Chlorophyta,Palmophyllophyceae,Prasinococcales,Prasinococcales-Clade-B,Prasinococcales-Clade-B_X,,6,0,0,0,0,0,0,0
Otu09835,Eukaryota,Archaeplastida,Chlorophyta,Palmophyllophyceae,Prasinococcales,Prasinococcales-Clade-B,Prasinoderma,,4,0,0,0,0,0,0,0
Otu11480,Eukaryota,Archaeplastida,Chlorophyta,Palmophyllophyceae,Prasinococcales,Prasinococcales-Clade-B,Prasinoderma,Prasinoderma_sp.,3,0,0,0,0,0,1,0
Otu12579,Eukaryota,Archaeplastida,Chlorophyta,Palmophyllophyceae,Prasinococcales,Prasinococcales-Clade-B,Prasinococcales-Clade-B_X,,3,0,0,0,0,0,0,0
Otu13084,Eukaryota,Archaeplastida,Chlorophyta,Palmophyllophyceae,Prasinococcales,Prasinococcales-Clade-B,Prasinoderma,,3,0,0,0,0,0,0,0
Otu14886,Eukaryota,Archaeplastida,Chlorophyta,Palmophyllophyceae,Prasinococcales,Prasinococcales-Clade-B,Prasinoderma,Prasinoderma_coloniale,2,0,0,0,0,0,0,0
Otu15181,Eukaryota,Archaeplastida,Chlorophyta,Palmophyllophyceae,Prasinococcales,Prasinococcales-Clade-B,Prasinoderma,,2,0,0,0,0,0,0,0
Otu15541,Eukaryota,Archaeplastida,Chlorophyta,Palmophyllophyceae,Prasinococcales,Prasinococcales-Clade-B,Prasinoderma,,2,0,0,0,0,0,0,0
Otu16712,Eukaryota,Archaeplastida,Chlorophyta,Palmophyllophyceae,Prasinococcales,Prasinococcales-Clade-B,Prasinoderma,Prasinoderma_coloniale,2,0,0,0,0,0,0,0
Otu17976,Eukaryota,Archaeplastida,Chlorophyta,Palmophyllophyceae,Prasinococcales,Prasinococcales-Clade-B,Prasinococcales-Clade-B_X,Prasinococcales-Clade-B_X_sp.,2,0,0,0,0,0,0,0
Otu00526,Eukaryota,Archaeplastida,Chlorophyta,Pedinophyceae,Marsupiomonadales,Marsupiomonadaceae,Marsupiomonas,Marsupiomonas_pelliculata,607,0,0,0,0,0,0,0
Otu00959,Eukaryota,Archaeplastida,Chlorophyta,Pedinophyceae,Marsupiomonadales,Marsupiomonadaceae,Marsupiomonas,,257,0,0,0,0,0,0,0
Otu02304,Eukaryota,Archaeplastida,Chlorophyta,Pedinophyceae,Marsupiomonadales,Marsupiomonadaceae,Marsupiomonas,,65,0,0,0,0,0,0,0
Otu03402,Eukaryota,Archaeplastida,Chlorophyta,Pedinophyceae,Marsupiomonadales,Marsupiomonadaceae,Marsupiomonas,,32,0,0,0,0,0,0,0
Otu04537,Eukaryota,Archaeplastida,Chlorophyta,Pedinophyceae,Marsupiomonadales,Marsupiomonadaceae,Marsupiomonas,Marsupiomonas_pelliculata,19,0,0,0,0,0,0,0
Otu11443,Eukaryota,Archaeplastida,Chlorophyta,Pedinophyceae,Pedinomonadales,Pedinomonadaceae,Pedinomonas,,3,0,0,0,0,0,0,0
Otu12912,Eukaryota,Archaeplastida,Chlorophyta,Pedinophyceae,Marsupiomonadales,Marsupiomonadaceae,Marsupiomonas,,3,0,0,0,0,0,0,0
Otu15547,Eukaryota,Archaeplastida,Chlorophyta,Pedinophyceae,Marsupiomonadales,Marsupiomonadaceae,Marsupiomonas,Marsupiomonas_pelliculata,2,0,0,0,0,0,0,0
Otu16753,Eukaryota,Archaeplastida,Chlorophyta,Pedinophyceae,Marsupiomonadales,Marsupiomonadaceae,Marsupiomonas,,2,0,0,0,0,0,0,0
Otu16799,Eukaryota,Archaeplastida,Chlorophyta,Pedinophyceae,Marsupiomonadales,Marsupiomonadaceae,Marsupiomonas,,2,0,0,0,0,0,0,0
Otu18625,Eukaryota,Archaeplastida,Chlorophyta,Pedinophyceae,Pedinomonadales,Pedinomonadaceae,Pedinomonas,Pedinomonas_minor,2,0,0,0,0,0,0,0
Otu00334,Eukaryota,Archaeplastida,Chlorophyta,Prasinophytes clade IX,Prasino-Clade-9_X,Prasino-Clade-9-B,Prasino-Clade-9-B_X,Prasino-Clade-9-B_X_sp.,1179,0,0,14,0,0,0,0
Otu00401,Eukaryota,Archaeplastida,Chlorophyta,Prasinophytes clade IX,Prasino-Clade-9_X,Prasino-Clade-9-B,Prasino-Clade-9-B_X,Prasino-Clade-9-B_X_sp.,920,0,0,0,0,0,0,0
Otu00496,Eukaryota,Archaeplastida,Chlorophyta,Prasinophytes clade IX,Prasino-Clade-9_X,Prasino-Clade-9-B,Prasino-Clade-9-B_X,Prasino-Clade-9-B_X_sp.,658,0,0,0,0,0,0,0
Otu01638,Eukaryota,Archaeplastida,Chlorophyta,Prasinophytes clade IX,Prasino-Clade-9_X,Prasino-Clade-9-B,Prasino-Clade-9-B_X,Prasino-Clade-9-B_X_sp.,117,0,0,0,0,0,0,0
Otu02863,Eukaryota,Archaeplastida,Chlorophyta,Prasinophytes clade IX,Prasino-Clade-9_X,Prasino-Clade-9-B,Prasino-Clade-9-B_X,Prasino-Clade-9-B_X_sp.,44,0,0,0,0,0,0,0
Otu03920,Eukaryota,Archaeplastida,Chlorophyta,Prasinophytes clade IX,Prasino-Clade-9_X,Prasino-Clade-9-A,Prasino-Clade-9-A_X,Prasino-Clade-9-A_X_sp.,24,0,0,0,0,4,0,0
Otu04239,Eukaryota,Archaeplastida,Chlorophyta,Prasinophytes clade IX,Prasino-Clade-9_X,Prasino-Clade-9-B,Prasino-Clade-9-B_X,Prasino-Clade-9-B_X_sp.,21,0,0,0,0,0,0,0
Otu04279,Eukaryota,Archaeplastida,Chlorophyta,Prasinophytes clade IX,Prasino-Clade-9_X,Prasino-Clade-9-A,Prasino-Clade-9-A_X,Prasino-Clade-9-A_X_sp.,21,0,0,0,0,3,0,0
Otu04954,Eukaryota,Archaeplastida,Chlorophyta,Prasinophytes clade IX,Prasino-Clade-9_X,Prasino-Clade-9-B,Prasino-Clade-9-B_X,Prasino-Clade-9-B_X_sp.,16,0,0,0,0,0,0,0
Otu05216,Eukaryota,Archaeplastida,Chlorophyta,Prasinophytes clade IX,Prasino-Clade-9_X,Prasino-Clade-9-B,Prasino-Clade-9-B_X,Prasino-Clade-9-B_X_sp.,14,0,0,1,0,0,0,0
Otu05495,Eukaryota,Archaeplastida,Chlorophyta,Prasinophytes clade IX,Prasino-Clade-9_X,Prasino-Clade-9-B,Prasino-Clade-9-B_X,Prasino-Clade-9-B_X_sp.,13,0,0,0,0,0,0,0
Otu06724,Eukaryota,Archaeplastida,Chlorophyta,Prasinophytes clade IX,Prasino-Clade-9_X,Prasino-Clade-9-B,Prasino-Clade-9-B_X,Prasino-Clade-9-B_X_sp.,9,0,0,0,0,0,0,0
Otu08977,Eukaryota,Archaeplastida,Chlorophyta,Prasinophytes clade IX,Prasino-Clade-9_X,Prasino-Clade-9-B,Prasino-Clade-9-B_X,Prasino-Clade-9-B_X_sp.,5,0,0,0,0,0,0,0
Otu15032,Eukaryota,Archaeplastida,Chlorophyta,Prasinophytes clade IX,Prasino-Clade-9_X,Prasino-Clade-9-B,Prasino-Clade-9-B_X,Prasino-Clade-9-B_X_sp.,2,0,0,0,0,0,0,0
Otu16181,Eukaryota,Archaeplastida,Chlorophyta,Prasinophytes clade IX,Prasino-Clade-9_X,Prasino-Clade-9-B,Prasino-Clade-9-B_X,Prasino-Clade-9-B_X_sp.,2,0,0,0,0,0,0,0
Otu16706,Eukaryota,Archaeplastida,Chlorophyta,Prasinophytes clade IX,Prasino-Clade-9_X,Prasino-Clade-9-B,Prasino-Clade-9-B_X,Prasino-Clade-9-B_X_sp.,2,0,0,0,0,0,0,0
Otu17130,Eukaryota,Archaeplastida,Chlorophyta,Prasinophytes clade IX,Prasino-Clade-9_X,Prasino-Clade-9-B,Prasino-Clade-9-B_X,Prasino-Clade-9-B_X_sp.,2,0,0,0,0,0,0,0
Otu18803,Eukaryota,Archaeplastida,Chlorophyta,Prasinophytes clade IX,Prasino-Clade-9_X,Prasino-Clade-9-B,Prasino-Clade-9-B_X,Prasino-Clade-9-B_X_sp.,2,0,0,0,2,0,0,0
Otu03043,Eukaryota,Archaeplastida,Chlorophyta,Prasinophytes clade VIII,Prasino-Clade-VIII_X,Prasino-Clade-VIII_XX,Prasino-Clade-VIII_XXX,Prasino-Clade-VIII_XXX_sp.,39,0,0,0,0,0,0,0
Otu08185,Eukaryota,Archaeplastida,Chlorophyta,Prasinophytes clade VIII,Prasino-Clade-VIII_X,Prasino-Clade-VIII_XX,Prasino-Clade-VIII_XXX,Prasino-Clade-VIII_XXX_sp.,6,0,0,0,0,0,0,0
Otu08559,Eukaryota,Archaeplastida,Chlorophyta,Prasinophytes clade VIII,Prasino-Clade-VIII_X,Prasino-Clade-VIII_XX,Prasino-Clade-VIII_XXX,Prasino-Clade-VIII_XXX_sp.,5,0,0,0,0,0,0,0
Otu10424,Eukaryota,Archaeplastida,Chlorophyta,Prasinophytes clade VIII,Prasino-Clade-VIII_X,Prasino-Clade-VIII_XX,Prasino-Clade-VIII_XXX,Prasino-Clade-VIII_XXX_sp.,4,0,0,0,0,0,0,0
Otu11551,Eukaryota,Archaeplastida,Chlorophyta,Prasinophytes clade VIII,Prasino-Clade-VIII_X,Prasino-Clade-VIII_XX,Prasino-Clade-VIII_XXX,Prasino-Clade-VIII_XXX_sp.,3,0,0,0,0,0,0,0
Otu13677,Eukaryota,Archaeplastida,Chlorophyta,Prasinophytes clade VIII,Prasino-Clade-VIII_X,Prasino-Clade-VIII_XX,Prasino-Clade-VIII_XXX,Prasino-Clade-VIII_XXX_sp.,2,0,0,0,0,0,0,0
Otu04108,Eukaryota,Archaeplastida,Chlorophyta,Pseudoscourfieldiales,Pseudoscourfieldiales,Pycnococcaceae,Pycnococcaceae_unclassified,,23,0,0,0,0,0,0,0
Otu04584,Eukaryota,Archaeplastida,Chlorophyta,Pseudoscourfieldiales,Pseudoscourfieldiales,Pycnococcaceae,Pycnococcaceae_X,Pycnococcaceae_X_sp.,18,0,0,0,0,0,0,0
Otu04676,Eukaryota,Archaeplastida,Chlorophyta,Pseudoscourfieldiales,Pseudoscourfieldiales,Pycnococcaceae,Pycnococcaceae-clade1,Pycnococcaceae-clade1-sp.,18,0,0,0,0,0,0,0
Otu07665,Eukaryota,Archaeplastida,Chlorophyta,Pseudoscourfieldiales,Pseudoscourfieldiales,Pycnococcaceae,Pycnococcaceae-clade1,Pycnococcaceae-clade1-sp.,7,0,0,0,0,0,0,0
Otu13003,Eukaryota,Archaeplastida,Chlorophyta,Pseudoscourfieldiales,Pseudoscourfieldiales,Pycnococcaceae,Pycnococcaceae-clade1,Pycnococcaceae-clade1-sp.,3,0,0,0,0,0,0,3
Otu14520,Eukaryota,Archaeplastida,Chlorophyta,Pseudoscourfieldiales,Pseudoscourfieldiales,Pycnococcaceae,Pycnococcaceae_unclassified,,2,0,0,0,0,0,0,0
Otu00099,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas,Pyramimonas_australis,5089,0,0,2,0,2,0,0
Otu00171,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas,,2627,1,0,188,4,14,0,1
Otu00395,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pterosperma,,929,0,0,0,0,0,1,0
Otu00559,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pterosperma,Pterosperma_sp.,562,20,0,0,0,0,1,0
Otu00572,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonadales_XX_unclassified,,538,0,0,0,0,0,0,0
Otu00622,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas,,485,0,0,63,3,0,2,0
Otu00673,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonadales_XXX,Pyramimonadales_XXX_sp.,438,0,0,0,0,0,0,0
Otu00846,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonadales_XXX,Pyramimonadales_XXX_sp.,312,0,0,100,1,4,0,7
Otu00850,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonadales_XX_unclassified,,311,0,0,0,0,0,0,0
Otu00958,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonadales_XX_unclassified,,257,4,0,0,0,0,1,0
Otu00988,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonadales_XXX,Pyramimonadales_XXX_sp.,247,0,0,183,3,0,0,3
Otu01343,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonadales_XXX,Pyramimonadales_XXX_sp.,158,0,0,80,2,0,0,8
Otu01358,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas,Pyramimonas_disomata,155,0,0,0,0,0,0,0
Otu01378,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Halosphaera,Halosphaera_sp.,153,0,0,12,10,3,0,0
Otu01413,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pterosperma,Pterosperma_cristatum,148,0,0,1,1,0,0,1
Otu01418,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas,,147,0,0,0,0,0,0,0
Otu01440,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas,Pyramimonas_sp.,143,0,0,0,0,0,0,0
Otu01913,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Halosphaera,Halosphaera_sp.,90,0,0,3,2,0,0,0
Otu01971,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Halosphaera,Halosphaera_sp.,86,0,0,5,2,0,0,0
Otu02348,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas,Pyramimonas_australis,63,0,0,0,0,0,0,0
Otu02883,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pterosperma,Pterosperma_sp.,44,0,0,3,0,0,0,1
Otu02919,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pterosperma,,43,0,0,0,0,0,0,0
Otu02933,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas,Pyramimonas_sp.,42,0,0,4,1,0,0,2
Otu03075,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas,Pyramimonas_propulsa,39,0,0,0,0,0,0,0
Otu03193,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonadales_XX_unclassified,,36,0,0,0,0,0,0,0
Otu03275,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas,,35,0,0,0,0,0,0,0
Otu03390,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Halosphaera,Halosphaera_sp.,32,0,0,0,0,0,0,0
Otu03596,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Halosphaera,Halosphaera_sp.,29,0,0,0,0,0,0,0
Otu03874,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Halosphaera,Halosphaera_sp.,25,0,0,0,0,0,1,0
Otu03979,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas,,24,0,0,0,0,0,0,0
